,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
279192,GCF_900139825.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=592,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/825/GCF_900139825.1_10660_1_27,Mycobacteroides_abscessus,ntm2912
279193,GCF_900139835.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=730,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/835/GCF_900139835.1_10660_1_28,Mycobacteroides_massiliense,ntm2913
279194,GCF_900139845.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=716,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/845/GCF_900139845.1_10660_1_30,Mycobacteroides_abscessus,ntm2914
279195,GCF_900139855.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=715,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/855/GCF_900139855.1_10660_1_3,Mycobacteroides_abscessus,ntm2915
279196,GCF_900139865.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=723,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/865/GCF_900139865.1_10660_1_29,Mycobacteroides_abscessus,ntm2916
279197,GCF_900139875.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=514,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/875/GCF_900139875.1_10660_1_32,Mycobacteroides_abscessus,ntm2917
279198,GCF_900139885.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=605,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/885/GCF_900139885.1_10660_1_33,Mycobacteroides_abscessus,ntm2918
279199,GCF_900139895.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=627,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/895/GCF_900139895.1_10660_1_35,Mycobacteroides_abscessus,ntm2919
279200,GCF_900139905.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=635,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/905/GCF_900139905.1_10660_1_34,Mycobacteroides_massiliense,ntm2920
279201,GCF_900139915.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=526,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/915/GCF_900139915.1_10660_1_36,Mycobacteroides_massiliense,ntm2921
279202,GCF_900139925.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=531,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/925/GCF_900139925.1_10660_1_42,Mycobacteroides_abscessus,ntm2922
279203,GCF_900139935.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=667,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/935/GCF_900139935.1_10660_1_37,Mycobacteroides_abscessus,ntm2923
279204,GCF_900139945.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=534,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/945/GCF_900139945.1_10660_1_44,Mycobacteroides_abscessus,ntm2924
279205,GCF_900139955.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=626,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/955/GCF_900139955.1_10660_1_38,Mycobacteroides_abscessus,ntm2925
279206,GCF_900139965.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=590,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/965/GCF_900139965.1_10660_1_46,Mycobacteroides_abscessus,ntm2926
279207,GCF_900139975.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=668,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/975/GCF_900139975.1_10660_1_48,Mycobacteroides_abscessus,ntm2927
279208,GCF_900139985.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=512,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/985/GCF_900139985.1_10660_1_49,Mycobacteroides_bolletii,ntm2928
279209,GCF_900139995.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=528,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/139/995/GCF_900139995.1_10660_1_51,Mycobacteroides_bolletii,ntm2929
279210,GCF_900140005.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=539,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/005/GCF_900140005.1_10660_1_53,Mycobacteroides_abscessus,ntm2930
279211,GCF_900140015.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=670,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/015/GCF_900140015.1_10660_1_5,Mycobacteroides_abscessus,ntm2931
279212,GCF_900140025.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=710,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/025/GCF_900140025.1_10660_1_52,Mycobacteroides_abscessus,ntm2932
279213,GCF_900140035.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=714,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/035/GCF_900140035.1_10660_1_7,Mycobacteroides_abscessus,ntm2933
279214,GCF_900140045.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=583,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/045/GCF_900140045.1_10660_1_6,Mycobacteroides_abscessus,ntm2934
279215,GCF_900140055.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=511,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/055/GCF_900140055.1_10665_2_60,Mycobacteroides_bolletii,ntm2935
279216,GCF_900140065.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=686,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/065/GCF_900140065.1_10660_1_8,Mycobacteroides_abscessus,ntm2936
279217,GCF_900140075.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=515,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/075/GCF_900140075.1_10665_2_62,Mycobacteroides_bolletii,ntm2937
279218,GCF_900140085.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=520,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/085/GCF_900140085.1_10665_2_66,Mycobacteroides_abscessus,ntm2938
279219,GCF_900140095.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=664,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/095/GCF_900140095.1_10660_1_9,Mycobacteroides_abscessus,ntm2939
279220,GCF_900140105.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=521,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/105/GCF_900140105.1_10665_2_67,Mycobacteroides_abscessus,ntm2940
279221,GCF_900140115.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=518,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/115/GCF_900140115.1_10665_2_65,Mycobacteroides_abscessus,ntm2941
279222,GCF_900140125.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=517,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/125/GCF_900140125.1_10665_2_64,Mycobacteroides_abscessus,ntm2942
279223,GCF_900140135.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=516,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/135/GCF_900140135.1_10665_2_63,Mycobacteroides_bolletii,ntm2943
279224,GCF_900140145.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=513,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/145/GCF_900140145.1_10665_2_61,Mycobacteroides_abscessus,ntm2944
279225,GCF_900140155.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=524,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/155/GCF_900140155.1_10665_2_70,Mycobacteroides_massiliense,ntm2945
279226,GCF_900140165.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=522,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/165/GCF_900140165.1_10665_2_68,Mycobacteroides_abscessus,ntm2946
279227,GCF_900140175.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=523,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/175/GCF_900140175.1_10665_2_69,Mycobacteroides_bolletii,ntm2947
279228,GCF_900140185.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=527,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/185/GCF_900140185.1_10665_2_71,Mycobacteroides_abscessus,ntm2948
279229,GCF_900140195.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=530,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/195/GCF_900140195.1_10665_2_72,Mycobacteroides_abscessus,ntm2949
279230,GCF_900140205.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=532,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/205/GCF_900140205.1_10665_2_73,Mycobacteroides_bolletii,ntm2950
279231,GCF_900140215.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=536,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/215/GCF_900140215.1_10665_2_75,Mycobacteroides_bolletii,ntm2951
279232,GCF_900140225.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=728,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/225/GCF_900140225.1_10665_2_96,Mycobacteroides_massiliense,ntm2952
279233,GCF_900140245.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=533,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/245/GCF_900140245.1_10665_2_74,Mycobacteroides_abscessus,ntm2953
279234,GCF_900140255.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=648,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/255/GCF_900140255.1_10665_2_91,Mycobacteroides_abscessus,ntm2954
279235,GCF_900140265.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=687,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/265/GCF_900140265.1_10665_2_93,Mycobacteroides_abscessus,ntm2955
279236,GCF_900140285.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=683,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/285/GCF_900140285.1_10665_2_92,Mycobacteroides_abscessus,ntm2956
279237,GCF_900140295.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=727,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/295/GCF_900140295.1_10665_2_95,Mycobacteroides_massiliense,ntm2957
279238,GCF_900140305.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=726,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/305/GCF_900140305.1_10665_2_94,Mycobacteroides_massiliense,ntm2958
279239,GCF_900140315.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=194,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/315/GCF_900140315.1_10665_3_24,Mycobacteroides_abscessus,ntm2959
279240,GCF_900140325.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=196,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/325/GCF_900140325.1_10665_3_26,Mycobacteroides_abscessus,ntm2960
279241,GCF_900140335.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=209,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/335/GCF_900140335.1_10665_3_39,Mycobacteroides_abscessus,ntm2961
279242,GCF_900140345.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=195,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/345/GCF_900140345.1_10665_3_25,Mycobacteroides_abscessus,ntm2962
279243,GCF_900140355.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=267,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/355/GCF_900140355.1_10665_4_12,Mycobacteroides_abscessus,ntm2963
279244,GCF_900140365.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=243,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/365/GCF_900140365.1_10665_3_73,Mycobacteroides_massiliense,ntm2964
279245,GCF_900140375.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=248,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/375/GCF_900140375.1_10665_3_78,Mycobacteroides_abscessus,ntm2965
279246,GCF_900140385.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=259,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/385/GCF_900140385.1_10665_4_4,Mycobacteroides_massiliense,ntm2966
279247,GCF_900140395.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=279,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/395/GCF_900140395.1_10665_4_24,Mycobacteroides_abscessus,ntm2967
279248,GCF_900140405.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=338,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/405/GCF_900140405.1_10665_4_83,Mycobacteroides_abscessus,ntm2968
279249,GCF_900140415.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=329,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/415/GCF_900140415.1_10665_4_74,Mycobacteroides_abscessus,ntm2969
279250,GCF_900140425.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=577,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/425/GCF_900140425.1_10702_1_10,Mycobacteroides_abscessus,ntm2970
279251,GCF_900140435.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=264,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/435/GCF_900140435.1_10665_4_9,Mycobacteroides_abscessus,ntm2971
279252,GCF_900140445.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=538,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/445/GCF_900140445.1_10702_1_1,Mycobacteroides_massiliense,ntm2972
279253,GCF_900140455.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=584,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/455/GCF_900140455.1_10702_1_15,Mycobacteroides_abscessus,ntm2973
279254,GCF_900140465.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=578,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/465/GCF_900140465.1_10702_1_11,Mycobacteroides_abscessus,ntm2974
279255,GCF_900140475.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=580,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/475/GCF_900140475.1_10702_1_13,Mycobacteroides_abscessus,ntm2975
279256,GCF_900140485.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=579,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/485/GCF_900140485.1_10702_1_12,Mycobacteroides_abscessus,ntm2976
279257,GCF_900140495.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=586,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/495/GCF_900140495.1_10702_1_17,Mycobacteroides_massiliense,ntm2977
279258,GCF_900140505.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=581,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/505/GCF_900140505.1_10702_1_14,Mycobacteroides_abscessus,ntm2978
279259,GCF_900140515.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=587,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/515/GCF_900140515.1_10702_1_18,Mycobacteroides_abscessus,ntm2979
279260,GCF_900140525.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=589,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/525/GCF_900140525.1_10702_1_19,Mycobacteroides_abscessus,ntm2980
279261,GCF_900140535.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=585,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/535/GCF_900140535.1_10702_1_16,Mycobacteroides_abscessus,ntm2981
279262,GCF_900140545.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=591,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/545/GCF_900140545.1_10702_1_20,Mycobacteroides_abscessus,ntm2982
279263,GCF_900140555.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=540,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/555/GCF_900140555.1_10702_1_2,Mycobacteroides_abscessus,ntm2983
279264,GCF_900140565.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=594,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/565/GCF_900140565.1_10702_1_21,Mycobacteroides_abscessus,ntm2984
279265,GCF_900140575.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=595,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/575/GCF_900140575.1_10702_1_22,Mycobacteroides_abscessus,ntm2985
279266,GCF_900140585.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=598,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/585/GCF_900140585.1_10702_1_25,Mycobacteroides_massiliense,ntm2986
279267,GCF_900140595.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=596,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/595/GCF_900140595.1_10702_1_23,Mycobacteroides_abscessus,ntm2987
279268,GCF_900140605.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=597,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/605/GCF_900140605.1_10702_1_24,Mycobacteroides_abscessus,ntm2988
279269,GCF_900140615.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=600,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/615/GCF_900140615.1_10702_1_26,Mycobacteroides_abscessus,ntm2989
279270,GCF_900140625.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=601,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/625/GCF_900140625.1_10702_1_27,Mycobacteroides_abscessus,ntm2990
279271,GCF_900140635.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=603,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/635/GCF_900140635.1_10702_1_29,Mycobacteroides_massiliense,ntm2991
279272,GCF_900140645.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=602,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/645/GCF_900140645.1_10702_1_28,Mycobacteroides_abscessus,ntm2992
279273,GCF_900140655.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=607,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/655/GCF_900140655.1_10702_1_32,Mycobacteroides_abscessus,ntm2993
279274,GCF_900140665.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=604,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/665/GCF_900140665.1_10702_1_30,Mycobacteroides_abscessus,ntm2994
279275,GCF_900140675.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=541,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/675/GCF_900140675.1_10702_1_3,Mycobacteroides_abscessus,ntm2995
279276,GCF_900140685.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=606,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/685/GCF_900140685.1_10702_1_31,Mycobacteroides_abscessus,ntm2996
279277,GCF_900140695.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=613,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/695/GCF_900140695.1_10702_1_35,Mycobacteroides_abscessus,ntm2997
279278,GCF_900140705.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=612,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/705/GCF_900140705.1_10702_1_34,Mycobacteroides_abscessus,ntm2998
279279,GCF_900140715.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=615,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/715/GCF_900140715.1_10702_1_36,Mycobacteroides_abscessus,ntm2999
279280,GCF_900140725.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=611,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/725/GCF_900140725.1_10702_1_33,Mycobacteroides_abscessus,ntm3000
279281,GCF_900140735.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=616,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/735/GCF_900140735.1_10702_1_37,Mycobacteroides_massiliense,ntm3001
279282,GCF_900140745.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=619,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/745/GCF_900140745.1_10702_1_39,Mycobacteroides_abscessus,ntm3002
279283,GCF_900140755.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=618,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/755/GCF_900140755.1_10702_1_38,Mycobacteroides_massiliense,ntm3003
279284,GCF_900140765.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=620,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/765/GCF_900140765.1_10702_1_40,Mycobacteroides_massiliense,ntm3004
279285,GCF_900140775.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=628,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/775/GCF_900140775.1_10702_1_45,Mycobacteroides_massiliense,ntm3005
279286,GCF_900140785.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=621,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/785/GCF_900140785.1_10702_1_41,Mycobacteroides_abscessus,ntm3006
279287,GCF_900140795.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=625,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/795/GCF_900140795.1_10702_1_44,Mycobacteroides_abscessus,ntm3007
279288,GCF_900140805.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=622,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/805/GCF_900140805.1_10702_1_42,Mycobacteroides_abscessus,ntm3008
279289,GCF_900140815.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=629,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/815/GCF_900140815.1_10702_1_46,Mycobacteroides_abscessus,ntm3009
279290,GCF_900140825.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=634,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/825/GCF_900140825.1_10702_1_50,Mycobacteroides_abscessus,ntm3010
279291,GCF_900140835.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=630,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/835/GCF_900140835.1_10702_1_47,Mycobacteroides_abscessus,ntm3011
279292,GCF_900140845.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=631,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/845/GCF_900140845.1_10702_1_48,Mycobacteroides_massiliense,ntm3012
279293,GCF_900140855.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=633,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/855/GCF_900140855.1_10702_1_49,Mycobacteroides_abscessus,ntm3013
279294,GCF_900140865.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=637,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/865/GCF_900140865.1_10702_1_52,Mycobacteroides_massiliense,ntm3014
279295,GCF_900140875.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=639,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/875/GCF_900140875.1_10702_1_54,Mycobacteroides_abscessus,ntm3015
279296,GCF_900140885.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=636,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/885/GCF_900140885.1_10702_1_51,Mycobacteroides_abscessus,ntm3016
279297,GCF_900140895.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=646,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/895/GCF_900140895.1_10702_1_56,Mycobacteroides_abscessus,ntm3017
279298,GCF_900140905.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=638,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/905/GCF_900140905.1_10702_1_53,Mycobacteroides_abscessus,ntm3018
279299,GCF_900140915.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=649,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/140/915/GCF_900140915.1_10702_1_57,Mycobacteroides_abscessus,ntm3019
